Category,Order Date,Sales
Fruits & Veggies,08-08-2016,585
Fruits & Veggies,08-08-2016,1894
Beverages,09-08-2016,1405
Bakery,09-08-2016,2139
Food Grains,09-08-2016,1230
"Eggs, Meat & Fish",09-08-2016,621
Food Grains,09-08-2016,1936
"Eggs, Meat & Fish",09-08-2016,1400
"Eggs, Meat & Fish",09-08-2016,1123
Beverages,09-08-2016,2414
Beverages,09-08-2016,1596
Bakery,09-08-2016,1637
Bakery,09-08-2016,2165
Beverages,09-08-2016,2273
Beverages,09-08-2016,802
Beverages,09-08-2016,1304
Bakery,09-08-2016,2109
"Eggs, Meat & Fish",09-08-2016,818
Snacks,09-08-2016,560
Beverages,10-08-2016,550
Bakery,10-08-2016,884
Food Grains,10-08-2016,1050
Beverages,10-08-2016,821
Bakery,10-08-2016,1042
Beverages,10-08-2016,1514
"Eggs, Meat & Fish",10-08-2016,1652
Oil & Masala,11-08-2016,560
"Eggs, Meat & Fish",11-08-2016,540
Beverages,11-08-2016,732
Oil & Masala,13-08-2016,2213
Food Grains,13-08-2016,1568
Fruits & Veggies,13-08-2016,2176
Beverages,13-08-2016,1033
Bakery,13-08-2016,2048
Fruits & Veggies,13-08-2016,1995
Beverages,15-08-2016,1801
Fruits & Veggies,15-08-2016,1103
"Eggs, Meat & Fish",15-08-2016,502
Oil & Masala,16-08-2016,775
Snacks,16-08-2016,542
"Eggs, Meat & Fish",16-08-2016,1508
Bakery,16-08-2016,582
Snacks,16-08-2016,1396
Bakery,16-08-2016,609
Snacks,16-08-2016,815
Snacks,16-08-2016,2380
Snacks,16-08-2016,2482
Fruits & Veggies,16-08-2016,2347
Snacks,16-08-2016,1262
Beverages,16-08-2016,1259
Snacks,16-08-2016,1557
Bakery,17-08-2016,1450
Fruits & Veggies,17-08-2016,551
Bakery,17-08-2016,794
Food Grains,17-08-2016,2358
"Eggs, Meat & Fish",17-08-2016,2306
Beverages,21-08-2016,871
"Eggs, Meat & Fish",21-08-2016,2259
"Eggs, Meat & Fish",21-08-2016,1154
Food Grains,21-08-2016,1531
Food Grains,21-08-2016,1273
Beverages,21-08-2016,1622
Food Grains,21-08-2016,746
Snacks,21-08-2016,665
Fruits & Veggies,21-08-2016,1180
Oil & Masala,21-08-2016,1908
Oil & Masala,21-08-2016,664
Food Grains,21-08-2016,2373
Bakery,21-08-2016,1889
"Eggs, Meat & Fish",21-08-2016,1794
Bakery,21-08-2016,2329
Food Grains,21-08-2016,1072
Food Grains,22-08-2016,2425
"Eggs, Meat & Fish",22-08-2016,1309
Beverages,23-08-2016,604
Beverages,23-08-2016,1598
Food Grains,23-08-2016,1867
Food Grains,23-08-2016,1375
Snacks,23-08-2016,2291
Bakery,23-08-2016,1500
Fruits & Veggies,23-08-2016,1330
Beverages,23-08-2016,1531
Food Grains,23-08-2016,1332
Bakery,23-08-2016,1511
Fruits & Veggies,23-08-2016,583
"Eggs, Meat & Fish",24-08-2016,863
Snacks,24-08-2016,2354
Bakery,24-08-2016,865
Beverages,24-08-2016,1562
Food Grains,24-08-2016,1719
Fruits & Veggies,24-08-2016,547
Bakery,24-08-2016,633
"Eggs, Meat & Fish",24-08-2016,1888
"Eggs, Meat & Fish",24-08-2016,1490
Food Grains,24-08-2016,1824
Fruits & Veggies,24-08-2016,2398
Beverages,24-08-2016,1527
Bakery,24-08-2016,2372
Snacks,24-08-2016,1875
Food Grains,25-08-2016,1011
Snacks,25-08-2016,890
Food Grains,25-08-2016,1327
Beverages,25-08-2016,2329
Food Grains,25-08-2016,1996
Food Grains,27-08-2016,1566
Fruits & Veggies,27-08-2016,745
Fruits & Veggies,27-08-2016,1024
Beverages,27-08-2016,2199
Beverages,27-08-2016,2215
Fruits & Veggies,28-08-2016,1608
Beverages,28-08-2016,1559
Bakery,28-08-2016,779
Oil & Masala,28-08-2016,784
Oil & Masala,28-08-2016,1453
Food Grains,28-08-2016,654
Oil & Masala,28-08-2016,2152
Fruits & Veggies,28-08-2016,1105
Snacks,28-08-2016,1938
Food Grains,28-08-2016,2060
Bakery,29-08-2016,2389
Oil & Masala,29-08-2016,776
Fruits & Veggies,31-08-2016,1440
Snacks,31-08-2016,1693
Oil & Masala,31-08-2016,727
Food Grains,31-08-2016,1441
Beverages,31-08-2016,865
Oil & Masala,31-08-2016,2260
Beverages,31-08-2016,1758
Food Grains,01-09-2016,1501
Oil & Masala,01-09-2016,1228
Food Grains,01-09-2016,811
Oil & Masala,01-09-2016,1790
Bakery,01-09-2016,1697
Food Grains,01-09-2016,2319
Fruits & Veggies,01-09-2016,1094
Beverages,03-09-2016,2354
Oil & Masala,03-09-2016,2281
"Eggs, Meat & Fish",03-09-2016,1244
Beverages,03-09-2016,711
Oil & Masala,03-09-2016,916
Fruits & Veggies,03-09-2016,1715
Food Grains,03-09-2016,2478
Bakery,03-09-2016,2097
Bakery,03-09-2016,2239
Fruits & Veggies,03-09-2016,2182
Snacks,03-09-2016,1032
"Eggs, Meat & Fish",03-09-2016,1537
Bakery,03-09-2016,1597
Snacks,03-09-2016,1692
Fruits & Veggies,04-09-2016,671
Beverages,04-09-2016,2184
Beverages,04-09-2016,556
"Eggs, Meat & Fish",04-09-2016,1200
Food Grains,04-09-2016,620
Bakery,04-09-2016,501
Beverages,04-09-2016,1115
Bakery,05-09-2016,1282
Food Grains,05-09-2016,1604
Snacks,05-09-2016,921
Food Grains,05-09-2016,2012
Bakery,05-09-2016,1344
Fruits & Veggies,05-09-2016,2341
Food Grains,05-09-2016,1566
"Eggs, Meat & Fish",05-09-2016,1329
"Eggs, Meat & Fish",05-09-2016,2317
"Eggs, Meat & Fish",06-09-2016,727
"Eggs, Meat & Fish",06-09-2016,1896
Bakery,06-09-2016,984
"Eggs, Meat & Fish",06-09-2016,2203
Snacks,06-09-2016,2009
Fruits & Veggies,06-09-2016,1241
Snacks,06-09-2016,2041
"Eggs, Meat & Fish",06-09-2016,567
Oil & Masala,06-09-2016,2420
Fruits & Veggies,06-09-2016,1568
Food Grains,07-09-2016,1315
Fruits & Veggies,07-09-2016,595
"Eggs, Meat & Fish",07-09-2016,1559
Bakery,07-09-2016,1254
Beverages,07-09-2016,1126
Beverages,07-09-2016,1822
Beverages,07-09-2016,510
Fruits & Veggies,07-09-2016,2008
Bakery,07-09-2016,1257
Fruits & Veggies,07-09-2016,2252
Fruits & Veggies,07-09-2016,1799
Beverages,07-09-2016,964
Snacks,07-09-2016,2323
Oil & Masala,07-09-2016,1551
Snacks,08-09-2016,1355
Food Grains,08-09-2016,2069
Oil & Masala,08-09-2016,1998
Food Grains,10-09-2016,1910
Food Grains,10-09-2016,1001
Fruits & Veggies,10-09-2016,1641
Fruits & Veggies,10-09-2016,2403
Food Grains,10-09-2016,599
Food Grains,10-09-2016,915
Snacks,10-09-2016,1157
"Eggs, Meat & Fish",10-09-2016,2097
"Eggs, Meat & Fish",10-09-2016,988
Food Grains,11-09-2016,2139
Fruits & Veggies,11-09-2016,1005
Snacks,11-09-2016,1540
Food Grains,11-09-2016,1253
Bakery,11-09-2016,2154
Beverages,11-09-2016,1265
"Eggs, Meat & Fish",11-09-2016,791
Beverages,11-09-2016,2015
Beverages,11-09-2016,1588
"Eggs, Meat & Fish",11-09-2016,1692
"Eggs, Meat & Fish",11-09-2016,1784
Food Grains,11-09-2016,2384
Beverages,11-09-2016,2431
Oil & Masala,12-09-2016,2498
"Eggs, Meat & Fish",12-09-2016,2257
"Eggs, Meat & Fish",12-09-2016,1291
Snacks,12-09-2016,952
Beverages,12-09-2016,2126
Beverages,12-09-2016,999
Bakery,12-09-2016,1196
Oil & Masala,12-09-2016,1614
Fruits & Veggies,12-09-2016,2466
"Eggs, Meat & Fish",13-09-2016,1665
Bakery,13-09-2016,2445
Oil & Masala,13-09-2016,1893
Oil & Masala,13-09-2016,1513
"Eggs, Meat & Fish",13-09-2016,1787
Bakery,13-09-2016,1054
Bakery,13-09-2016,2198
Fruits & Veggies,13-09-2016,2106
Oil & Masala,13-09-2016,701
Oil & Masala,13-09-2016,680
Bakery,13-09-2016,567
Fruits & Veggies,13-09-2016,1392
Beverages,13-09-2016,1008
Food Grains,13-09-2016,2398
Oil & Masala,14-09-2016,1767
Fruits & Veggies,14-09-2016,2410
Snacks,14-09-2016,1467
Snacks,14-09-2016,1354
Beverages,14-09-2016,902
Bakery,14-09-2016,1544
Snacks,14-09-2016,989
Snacks,15-09-2016,673
Oil & Masala,15-09-2016,1317
Fruits & Veggies,15-09-2016,1959
"Eggs, Meat & Fish",15-09-2016,725
"Eggs, Meat & Fish",15-09-2016,2216
Bakery,15-09-2016,1270
"Eggs, Meat & Fish",15-09-2016,2340
Fruits & Veggies,15-09-2016,2201
Oil & Masala,15-09-2016,1338
Beverages,15-09-2016,842
Bakery,15-09-2016,2171
Bakery,15-09-2016,1854
Oil & Masala,15-09-2016,1034
Beverages,15-09-2016,1081
Bakery,16-09-2016,717
Beverages,17-09-2016,565
Fruits & Veggies,17-09-2016,814
Bakery,17-09-2016,979
Beverages,17-09-2016,1988
"Eggs, Meat & Fish",17-09-2016,2129
Oil & Masala,17-09-2016,989
Beverages,17-09-2016,1845
Snacks,17-09-2016,1400
Food Grains,17-09-2016,594
Oil & Masala,17-09-2016,2163
Oil & Masala,17-09-2016,1689
"Eggs, Meat & Fish",17-09-2016,1464
Bakery,17-09-2016,2234
Beverages,17-09-2016,1102
Food Grains,17-09-2016,1069
Food Grains,17-09-2016,942
Fruits & Veggies,17-09-2016,2349
Snacks,17-09-2016,907
Beverages,17-09-2016,551
"Eggs, Meat & Fish",17-09-2016,1618
Beverages,17-09-2016,629
Beverages,17-09-2016,1388
Fruits & Veggies,17-09-2016,1620
Oil & Masala,18-09-2016,1020
Beverages,18-09-2016,980
Oil & Masala,18-09-2016,2363
Food Grains,18-09-2016,1454
Fruits & Veggies,18-09-2016,2389
Oil & Masala,18-09-2016,1579
Bakery,18-09-2016,931
"Eggs, Meat & Fish",18-09-2016,2203
"Eggs, Meat & Fish",18-09-2016,1298
Beverages,18-09-2016,1416
Beverages,18-09-2016,969
Fruits & Veggies,18-09-2016,1666
Bakery,18-09-2016,2452
Bakery,18-09-2016,1634
Fruits & Veggies,19-09-2016,1712
"Eggs, Meat & Fish",19-09-2016,2105
"Eggs, Meat & Fish",19-09-2016,2326
Food Grains,19-09-2016,1097
Food Grains,19-09-2016,1613
Fruits & Veggies,19-09-2016,2174
Snacks,20-09-2016,2211
Beverages,20-09-2016,560
Bakery,20-09-2016,862
Snacks,20-09-2016,959
Beverages,20-09-2016,893
Fruits & Veggies,20-09-2016,642
Bakery,20-09-2016,896
Fruits & Veggies,21-09-2016,1043
Snacks,21-09-2016,1043
Oil & Masala,21-09-2016,1943
Snacks,21-09-2016,1412
Beverages,21-09-2016,2429
Fruits & Veggies,21-09-2016,2203
Bakery,21-09-2016,1777
"Eggs, Meat & Fish",21-09-2016,924
Food Grains,21-09-2016,1349
Fruits & Veggies,21-09-2016,622
Fruits & Veggies,21-09-2016,542
Bakery,21-09-2016,2429
Beverages,21-09-2016,829
Snacks,21-09-2016,1998
"Eggs, Meat & Fish",21-09-2016,523
Bakery,21-09-2016,2154
Snacks,21-09-2016,523
Fruits & Veggies,21-09-2016,1863
Fruits & Veggies,21-09-2016,2064
Bakery,21-09-2016,1210
Snacks,22-09-2016,1524
Fruits & Veggies,22-09-2016,688
Snacks,22-09-2016,1585
Food Grains,22-09-2016,1714
Fruits & Veggies,22-09-2016,1759
Bakery,22-09-2016,945
Food Grains,22-09-2016,1246
Fruits & Veggies,22-09-2016,829
Bakery,22-09-2016,839
"Eggs, Meat & Fish",22-09-2016,1923
Oil & Masala,22-09-2016,756
Snacks,24-09-2016,1992
Beverages,24-09-2016,583
Bakery,24-09-2016,695
Bakery,24-09-2016,2285
Beverages,24-09-2016,1833
Oil & Masala,24-09-2016,561
Bakery,24-09-2016,531
Bakery,24-09-2016,1933
Snacks,24-09-2016,1360
Beverages,24-09-2016,826
"Eggs, Meat & Fish",24-09-2016,1699
Bakery,24-09-2016,1895
Bakery,24-09-2016,1372
Fruits & Veggies,24-09-2016,949
Fruits & Veggies,24-09-2016,710
Snacks,24-09-2016,1415
Fruits & Veggies,24-09-2016,1699
Food Grains,24-09-2016,1958
Oil & Masala,24-09-2016,1520
Snacks,25-09-2016,537
Food Grains,25-09-2016,2174
Oil & Masala,25-09-2016,599
"Eggs, Meat & Fish",25-09-2016,1442
Oil & Masala,25-09-2016,580
Snacks,25-09-2016,1943
"Eggs, Meat & Fish",25-09-2016,1020
Oil & Masala,25-09-2016,1588
"Eggs, Meat & Fish",25-09-2016,981
Food Grains,25-09-2016,2278
"Eggs, Meat & Fish",25-09-2016,1189
Snacks,25-09-2016,1492
Oil & Masala,25-09-2016,768
Oil & Masala,25-09-2016,1655
Snacks,25-09-2016,2049
Food Grains,25-09-2016,982
Oil & Masala,25-09-2016,2115
Oil & Masala,25-09-2016,658
Bakery,25-09-2016,2194
"Eggs, Meat & Fish",25-09-2016,1100
Oil & Masala,25-09-2016,2443
Fruits & Veggies,26-09-2016,906
Snacks,26-09-2016,2275
Food Grains,26-09-2016,884
Snacks,26-09-2016,1421
"Eggs, Meat & Fish",26-09-2016,839
Snacks,26-09-2016,809
Food Grains,26-09-2016,2031
Oil & Masala,26-09-2016,2347
Bakery,26-09-2016,1216
Fruits & Veggies,26-09-2016,1357
Bakery,26-09-2016,1544
Fruits & Veggies,26-09-2016,1537
Bakery,26-09-2016,501
Beverages,26-09-2016,2341
Bakery,26-09-2016,1530
Fruits & Veggies,26-09-2016,1004
Oil & Masala,26-09-2016,1877
Food Grains,26-09-2016,559
Snacks,26-09-2016,1251
"Eggs, Meat & Fish",26-09-2016,2444
Bakery,27-09-2016,1703
Oil & Masala,27-09-2016,2060
Beverages,27-09-2016,1634
Bakery,27-09-2016,991
"Eggs, Meat & Fish",27-09-2016,598
Bakery,27-09-2016,594
Fruits & Veggies,27-09-2016,1334
Snacks,27-09-2016,1309
"Eggs, Meat & Fish",27-09-2016,643
Food Grains,27-09-2016,1944
Bakery,28-09-2016,1965
Fruits & Veggies,28-09-2016,1396
Bakery,28-09-2016,1914
Bakery,28-09-2016,1787
Bakery,28-09-2016,1349
"Eggs, Meat & Fish",28-09-2016,2004
Fruits & Veggies,28-09-2016,1290
Oil & Masala,28-09-2016,1617
Snacks,28-09-2016,1150
Oil & Masala,28-09-2016,1306
Beverages,28-09-2016,1454
Beverages,01-10-2016,1901
Food Grains,01-10-2016,1701
Fruits & Veggies,01-10-2016,1915
Food Grains,01-10-2016,1063
Fruits & Veggies,01-10-2016,871
Fruits & Veggies,01-10-2016,600
Fruits & Veggies,02-10-2016,1520
"Eggs, Meat & Fish",02-10-2016,1678
"Eggs, Meat & Fish",02-10-2016,1450
Fruits & Veggies,02-10-2016,1361
Snacks,02-10-2016,2470
Food Grains,02-10-2016,1205
Beverages,02-10-2016,1343
Snacks,02-10-2016,2440
Snacks,02-10-2016,862
Snacks,02-10-2016,1382
Oil & Masala,02-10-2016,1614
Food Grains,02-10-2016,1306
"Eggs, Meat & Fish",02-10-2016,1408
Snacks,02-10-2016,519
Food Grains,02-10-2016,597
"Eggs, Meat & Fish",03-10-2016,2196
Food Grains,03-10-2016,530
Food Grains,03-10-2016,1856
Food Grains,03-10-2016,2406
"Eggs, Meat & Fish",03-10-2016,1746
Fruits & Veggies,03-10-2016,2452
"Eggs, Meat & Fish",04-10-2016,1483
Bakery,04-10-2016,2151
"Eggs, Meat & Fish",04-10-2016,2108
Bakery,04-10-2016,575
Oil & Masala,05-10-2016,2273
Bakery,05-10-2016,1343
"Eggs, Meat & Fish",05-10-2016,1213
Beverages,05-10-2016,1773
Snacks,05-10-2016,938
Snacks,05-10-2016,1856
Bakery,05-10-2016,2127
Snacks,08-10-2016,1080
Bakery,08-10-2016,783
Food Grains,08-10-2016,650
Food Grains,09-10-2016,789
Food Grains,09-10-2016,548
"Eggs, Meat & Fish",09-10-2016,1648
Bakery,09-10-2016,1919
Food Grains,09-10-2016,2121
Fruits & Veggies,09-10-2016,593
Food Grains,09-10-2016,2053
Food Grains,09-10-2016,2105
Beverages,09-10-2016,633
Fruits & Veggies,09-10-2016,882
Fruits & Veggies,09-10-2016,2463
Beverages,09-10-2016,1179
Oil & Masala,10-10-2016,2328
Food Grains,10-10-2016,1684
Bakery,10-10-2016,2229
Fruits & Veggies,10-10-2016,2361
Bakery,10-10-2016,1531
Fruits & Veggies,11-10-2016,896
Food Grains,11-10-2016,2355
"Eggs, Meat & Fish",11-10-2016,1055
Food Grains,12-10-2016,588
Bakery,12-10-2016,1791
Food Grains,12-10-2016,1891
Beverages,12-10-2016,1433
Bakery,12-10-2016,1970
Fruits & Veggies,12-10-2016,2149
"Eggs, Meat & Fish",12-10-2016,2226
Beverages,12-10-2016,1972
Oil & Masala,12-10-2016,2060
Oil & Masala,12-10-2016,726
Fruits & Veggies,12-10-2016,2093
Food Grains,13-10-2016,652
Bakery,13-10-2016,2076
Beverages,15-10-2016,922
"Eggs, Meat & Fish",15-10-2016,1717
Fruits & Veggies,15-10-2016,587
Snacks,15-10-2016,1927
Fruits & Veggies,15-10-2016,1179
"Eggs, Meat & Fish",15-10-2016,1505
Food Grains,15-10-2016,1192
Fruits & Veggies,15-10-2016,613
Bakery,16-10-2016,1748
Food Grains,17-10-2016,1925
"Eggs, Meat & Fish",18-10-2016,1002
Snacks,18-10-2016,870
Fruits & Veggies,18-10-2016,1845
"Eggs, Meat & Fish",18-10-2016,2034
Oil & Masala,18-10-2016,2171
Food Grains,19-10-2016,2289
Bakery,19-10-2016,824
Oil & Masala,19-10-2016,1970
Food Grains,19-10-2016,1238
Oil & Masala,19-10-2016,1353
Oil & Masala,19-10-2016,655
Fruits & Veggies,20-10-2016,1083
Oil & Masala,20-10-2016,2305
"Eggs, Meat & Fish",20-10-2016,667
Bakery,20-10-2016,1567
Snacks,20-10-2016,1999
Bakery,22-10-2016,2383
Fruits & Veggies,22-10-2016,2315
Beverages,23-10-2016,2413
Oil & Masala,23-10-2016,1755
Food Grains,23-10-2016,1303
Snacks,23-10-2016,716
"Eggs, Meat & Fish",23-10-2016,2162
Fruits & Veggies,23-10-2016,1818
Oil & Masala,23-10-2016,983
Beverages,23-10-2016,2302
Snacks,23-10-2016,1958
Snacks,23-10-2016,1435
Beverages,23-10-2016,555
Bakery,23-10-2016,668
Beverages,23-10-2016,1603
"Eggs, Meat & Fish",23-10-2016,1748
Snacks,23-10-2016,735
Fruits & Veggies,24-10-2016,2342
Beverages,24-10-2016,676
Oil & Masala,24-10-2016,1322
Oil & Masala,24-10-2016,1230
Beverages,24-10-2016,1403
Oil & Masala,25-10-2016,720
Bakery,25-10-2016,785
Oil & Masala,25-10-2016,2229
Bakery,25-10-2016,2344
Bakery,25-10-2016,1622
"Eggs, Meat & Fish",25-10-2016,2232
Food Grains,26-10-2016,930
Food Grains,26-10-2016,1487
"Eggs, Meat & Fish",26-10-2016,2282
Food Grains,26-10-2016,1705
Bakery,26-10-2016,1108
Food Grains,26-10-2016,1667
Bakery,26-10-2016,1947
Bakery,26-10-2016,2360
Bakery,28-10-2016,748
Beverages,28-10-2016,1010
Snacks,28-10-2016,1805
Oil & Masala,28-10-2016,1700
Bakery,29-10-2016,926
Fruits & Veggies,29-10-2016,865
Food Grains,30-10-2016,1127
Food Grains,30-10-2016,2071
Beverages,30-10-2016,1278
Fruits & Veggies,30-10-2016,1073
Snacks,30-10-2016,1253
"Eggs, Meat & Fish",30-10-2016,1979
Food Grains,30-10-2016,2353
Beverages,31-10-2016,686
"Eggs, Meat & Fish",31-10-2016,1335
Food Grains,31-10-2016,2409
Food Grains,31-10-2016,769
Beverages,31-10-2016,1785
Snacks,31-10-2016,647
Snacks,31-10-2016,1519
Fruits & Veggies,31-10-2016,1250
"Eggs, Meat & Fish",31-10-2016,2452
Snacks,31-10-2016,514
Snacks,31-10-2016,1646
Bakery,31-10-2016,790
Snacks,31-10-2016,2171
Beverages,31-10-2016,1136
Food Grains,31-10-2016,670
Food Grains,31-10-2016,2323
"Eggs, Meat & Fish",31-10-2016,1175
Oil & Masala,01-11-2016,1783
Beverages,01-11-2016,1630
Fruits & Veggies,01-11-2016,1878
Snacks,01-11-2016,2276
Bakery,01-11-2016,2417
Oil & Masala,01-11-2016,2317
Beverages,01-11-2016,2153
Oil & Masala,01-11-2016,1220
Bakery,01-11-2016,1339
Bakery,01-11-2016,522
Fruits & Veggies,01-11-2016,2417
Fruits & Veggies,01-11-2016,929
Snacks,02-11-2016,1318
Food Grains,02-11-2016,1062
Snacks,02-11-2016,2207
Fruits & Veggies,02-11-2016,723
Snacks,02-11-2016,602
Oil & Masala,02-11-2016,1398
Beverages,02-11-2016,1366
Beverages,02-11-2016,1007
Snacks,02-11-2016,2449
"Eggs, Meat & Fish",02-11-2016,821
Oil & Masala,02-11-2016,917
Oil & Masala,03-11-2016,1324
Bakery,03-11-2016,1773
Snacks,03-11-2016,1460
Snacks,03-11-2016,2053
Snacks,03-11-2016,1989
Fruits & Veggies,05-11-2016,1790
"Eggs, Meat & Fish",05-11-2016,867
Snacks,05-11-2016,571
"Eggs, Meat & Fish",05-11-2016,1229
"Eggs, Meat & Fish",05-11-2016,1829
Snacks,05-11-2016,2002
Beverages,05-11-2016,2120
Oil & Masala,05-11-2016,1087
Bakery,06-11-2016,2484
Snacks,06-11-2016,683
"Eggs, Meat & Fish",07-11-2016,1283
Fruits & Veggies,07-11-2016,711
"Eggs, Meat & Fish",07-11-2016,1245
Beverages,07-11-2016,1554
Snacks,07-11-2016,1024
Fruits & Veggies,07-11-2016,2087
Oil & Masala,07-11-2016,1623
Fruits & Veggies,07-11-2016,629
"Eggs, Meat & Fish",07-11-2016,1494
Fruits & Veggies,07-11-2016,1618
Fruits & Veggies,07-11-2016,581
Beverages,07-11-2016,554
Food Grains,07-11-2016,692
Food Grains,07-11-2016,1558
Oil & Masala,08-11-2016,1451
Oil & Masala,08-11-2016,2419
"Eggs, Meat & Fish",08-11-2016,1625
"Eggs, Meat & Fish",08-11-2016,917
"Eggs, Meat & Fish",08-11-2016,2358
Bakery,08-11-2016,2140
Oil & Masala,08-11-2016,526
Bakery,08-11-2016,1155
Food Grains,08-11-2016,1406
Beverages,08-11-2016,1409
Beverages,08-11-2016,1840
Fruits & Veggies,08-11-2016,508
Bakery,08-11-2016,912
"Eggs, Meat & Fish",08-11-2016,2117
Fruits & Veggies,08-11-2016,1784
Snacks,08-11-2016,1273
Food Grains,08-11-2016,2353
Snacks,08-11-2016,860
Bakery,08-11-2016,763
"Eggs, Meat & Fish",08-11-2016,2406
"Eggs, Meat & Fish",08-11-2016,2292
Food Grains,08-11-2016,1393
Oil & Masala,08-11-2016,1504
Snacks,08-11-2016,1047
Fruits & Veggies,08-11-2016,1431
Food Grains,08-11-2016,1713
Beverages,08-11-2016,1276
Food Grains,09-11-2016,988
Fruits & Veggies,09-11-2016,778
Snacks,09-11-2016,1541
Fruits & Veggies,09-11-2016,2186
Food Grains,09-11-2016,1808
"Eggs, Meat & Fish",09-11-2016,1768
Fruits & Veggies,09-11-2016,774
Bakery,09-11-2016,2288
Bakery,09-11-2016,580
Fruits & Veggies,09-11-2016,2448
"Eggs, Meat & Fish",09-11-2016,2012
Oil & Masala,09-11-2016,2202
Snacks,09-11-2016,524
Fruits & Veggies,10-11-2016,1167
"Eggs, Meat & Fish",10-11-2016,939
Beverages,10-11-2016,2033
Bakery,10-11-2016,736
Oil & Masala,10-11-2016,562
Food Grains,10-11-2016,2266
Bakery,10-11-2016,1587
"Eggs, Meat & Fish",10-11-2016,2124
Beverages,11-11-2016,633
Food Grains,11-11-2016,782
Food Grains,12-11-2016,1842
Fruits & Veggies,12-11-2016,1919
Fruits & Veggies,12-11-2016,1693
Bakery,12-11-2016,1766
Beverages,12-11-2016,1719
Oil & Masala,12-11-2016,1599
Bakery,12-11-2016,1843
"Eggs, Meat & Fish",12-11-2016,670
Food Grains,12-11-2016,1784
Fruits & Veggies,12-11-2016,1368
Bakery,12-11-2016,1752
Oil & Masala,13-11-2016,1575
Food Grains,13-11-2016,2300
Snacks,13-11-2016,679
"Eggs, Meat & Fish",13-11-2016,1939
Fruits & Veggies,13-11-2016,1960
Oil & Masala,13-11-2016,1231
Snacks,13-11-2016,1570
Snacks,13-11-2016,2230
Fruits & Veggies,13-11-2016,1083
Food Grains,13-11-2016,575
Snacks,13-11-2016,1543
Bakery,13-11-2016,911
Bakery,13-11-2016,2266
Bakery,13-11-2016,2492
Beverages,13-11-2016,1691
Fruits & Veggies,13-11-2016,969
Oil & Masala,13-11-2016,714
"Eggs, Meat & Fish",13-11-2016,1415
Oil & Masala,13-11-2016,667
"Eggs, Meat & Fish",13-11-2016,1286
Bakery,13-11-2016,2265
"Eggs, Meat & Fish",14-11-2016,2014
Oil & Masala,14-11-2016,2055
Beverages,14-11-2016,2313
Beverages,14-11-2016,1569
Beverages,14-11-2016,2491
Oil & Masala,14-11-2016,1980
"Eggs, Meat & Fish",14-11-2016,943
Fruits & Veggies,14-11-2016,1081
"Eggs, Meat & Fish",14-11-2016,1858
Bakery,14-11-2016,1928
Beverages,14-11-2016,830
Bakery,14-11-2016,711
Bakery,14-11-2016,2306
"Eggs, Meat & Fish",15-11-2016,1471
"Eggs, Meat & Fish",15-11-2016,1853
Beverages,15-11-2016,1167
Beverages,15-11-2016,1969
"Eggs, Meat & Fish",15-11-2016,659
Fruits & Veggies,15-11-2016,1478
Beverages,15-11-2016,1860
Bakery,15-11-2016,2462
Oil & Masala,16-11-2016,937
Snacks,16-11-2016,1935
Snacks,16-11-2016,2397
Fruits & Veggies,16-11-2016,2351
Food Grains,16-11-2016,2113
Bakery,16-11-2016,1952
Beverages,16-11-2016,2246
Beverages,16-11-2016,2111
Bakery,16-11-2016,2246
Snacks,16-11-2016,1136
Fruits & Veggies,16-11-2016,1951
Fruits & Veggies,16-11-2016,1988
Fruits & Veggies,17-11-2016,2433
Bakery,17-11-2016,1888
Fruits & Veggies,17-11-2016,1362
"Eggs, Meat & Fish",17-11-2016,1474
Oil & Masala,17-11-2016,976
Oil & Masala,17-11-2016,553
Oil & Masala,17-11-2016,1244
Bakery,17-11-2016,2364
Fruits & Veggies,17-11-2016,1752
Bakery,17-11-2016,1153
Bakery,17-11-2016,1261
Bakery,19-11-2016,2045
"Eggs, Meat & Fish",19-11-2016,533
Fruits & Veggies,19-11-2016,1520
Food Grains,19-11-2016,1631
Fruits & Veggies,20-11-2016,2381
Fruits & Veggies,20-11-2016,877
Bakery,20-11-2016,684
Snacks,20-11-2016,1324
"Eggs, Meat & Fish",20-11-2016,1020
Food Grains,20-11-2016,1052
Beverages,20-11-2016,665
Oil & Masala,20-11-2016,1287
"Eggs, Meat & Fish",20-11-2016,2205
Oil & Masala,20-11-2016,786
Food Grains,20-11-2016,1808
Oil & Masala,20-11-2016,642
Oil & Masala,20-11-2016,1808
Bakery,20-11-2016,1818
Bakery,20-11-2016,1177
Oil & Masala,20-11-2016,1418
Fruits & Veggies,20-11-2016,703
Food Grains,20-11-2016,2027
Beverages,20-11-2016,1074
Bakery,20-11-2016,1109
Snacks,20-11-2016,2369
Food Grains,20-11-2016,1784
Fruits & Veggies,20-11-2016,1200
Food Grains,20-11-2016,943
Beverages,20-11-2016,2400
"Eggs, Meat & Fish",21-11-2016,1399
Bakery,21-11-2016,856
Snacks,21-11-2016,1016
Food Grains,21-11-2016,777
Fruits & Veggies,21-11-2016,689
